alert_code,cse_code,asset_code,severity,category,title,description,created_time,acknowledged_time,closed_time,status,disposition,analyst
ALT-2662,CSE-01,EN-SCADA-02,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Persistent TLS session established to unclassified external endpoint,2026-07-31T20:19:00+05:30,2026-07-31T20:43:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2663,CSE-01,PL-PLC-09,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-31T17:12:00+05:30,2026-07-31T17:20:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2664,CSE-05,RTU-SUB-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-08-06T22:42:00+05:30,,,OPEN,,
ALT-2665,CSE-01,RTU-SUB-05,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Command-and-control beacon signature matched in egress traffic,2026-08-03T19:24:00+05:30,2026-08-03T19:42:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2666,CSE-07,EN-SCADA-04,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-08-03T15:58:00+05:30,2026-08-03T16:11:00+05:30,,IN_PROGRESS,,S. Verma
ALT-2667,CSE-02,PL-PLC-12,LOW,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Traffic contained a known exploit signature targeting unpatched software,2026-07-26T15:56:00+05:30,2026-07-26T16:01:00+05:30,2026-07-26T17:55:00+05:30,CLOSED,False positive - verified scheduled maintenance,S. Verma
ALT-2668,CSE-01,RTU-SUB-05,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-30T03:30:00+05:30,2026-07-30T03:42:00+05:30,,ACKNOWLEDGED,,P. Nair
ALT-2669,CSE-07,,HIGH,brute-force,SSH credential brute force against engineering server,TCP traffic on port 22 showed 40+ failed auth attempts within 60s,2026-07-25T13:13:00+05:30,2026-07-25T13:36:00+05:30,,ACKNOWLEDGED,,
ALT-2670,CSE-02,ENG-WRK-02,LOW,c2,Encrypted reverse shell communication from maintenance workstation,Command-and-control beacon signature matched in egress traffic,2026-07-19T10:24:00+05:30,2026-07-19T10:28:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2671,CSE-07,ENG-WRK-02,MEDIUM,port-scan,Sequential port scan against historian server,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-22T10:04:00+05:30,2026-07-22T10:12:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2672,CSE-03,PL-PLC-09,MEDIUM,xss,Suspicious script payload in web form submission,Web application firewall flagged embedded script tags in input fields,2026-07-19T03:38:00+05:30,2026-07-19T03:46:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2673,CSE-02,RTU-SUB-01,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Automated login attempts observed across multiple accounts,2026-07-11T16:58:00+05:30,2026-07-11T17:19:00+05:30,2026-07-11T17:49:00+05:30,RESOLVED,Compromised host isolated and imaged,R. Iyer
ALT-2674,CSE-04,ENG-WRK-07,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Coordinated brute-force replay utilizing breached username/password pairs,2026-07-30T11:20:00+05:30,2026-07-30T11:38:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2675,CSE-04,RTU-SUB-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-08-01T17:54:00+05:30,,,OPEN,,
ALT-2676,CSE-04,PL-PLC-09,CRITICAL,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-08T12:26:00+05:30,,,OPEN,,
ALT-2677,CSE-04,TR-OPS-03,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,Automated login attempts observed across multiple accounts,2026-08-02T02:25:00+05:30,2026-08-02T02:34:00+05:30,,IN_PROGRESS,,S. Verma
ALT-2678,CSE-04,ENG-WRK-02,HIGH,credential-stuffing,Distributed account takeover attempts across operator accounts,Automated login attempts observed across multiple accounts,2026-07-27T05:00:00+05:30,2026-07-27T05:13:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2679,CSE-03,,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-18T12:54:00+05:30,,,OPEN,,
ALT-2680,CSE-02,,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Periodic low-volume outbound connections at fixed intervals,2026-07-29T15:52:00+05:30,,,OPEN,,P. Nair
ALT-2681,CSE-02,ENG-WRK-02,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-10T07:21:00+05:30,2026-07-10T07:26:00+05:30,2026-07-10T10:53:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-2682,CSE-03,,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-24T13:31:00+05:30,2026-07-24T13:50:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2683,CSE-03,ENG-WRK-07,HIGH,brute-force,SSH credential brute force against engineering server,Burst of failed authentication handshakes targeting remote access console,2026-08-04T16:42:00+05:30,2026-08-04T17:02:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2684,CSE-07,PL-PLC-09,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-30T07:43:00+05:30,2026-07-30T07:47:00+05:30,2026-07-30T14:58:00+05:30,RESOLVED,Compromised host isolated and imaged,S. Verma
ALT-2685,CSE-04,TR-OPS-14,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-08-05T20:46:00+05:30,2026-08-05T21:06:00+05:30,2026-08-06T04:25:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,R. Iyer
ALT-2686,CSE-02,ENG-WRK-02,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-20T07:24:00+05:30,2026-07-20T07:46:00+05:30,2026-07-20T14:53:00+05:30,CLOSED,False positive - verified scheduled maintenance,P. Nair
ALT-2687,CSE-03,,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Periodic low-volume outbound connections at fixed intervals,2026-07-18T19:31:00+05:30,2026-07-18T19:56:00+05:30,,IN_PROGRESS,,
ALT-2688,CSE-07,EN-SCADA-04,MEDIUM,xss,Suspicious script payload in web form submission,Web application firewall flagged embedded script tags in input fields,2026-07-11T00:55:00+05:30,2026-07-11T01:14:00+05:30,2026-07-11T02:35:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,P. Nair
ALT-2689,CSE-05,EN-SCADA-04,MEDIUM,port-scan,Sequential port scan against historian server,Sequential low-byte TCP connections observed across multiple ports,2026-08-06T22:30:00+05:30,2026-08-06T22:41:00+05:30,2026-08-07T03:09:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,
ALT-2690,CSE-03,,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-09T17:38:00+05:30,2026-07-09T17:50:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2691,CSE-04,RTU-SUB-05,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-16T04:37:00+05:30,2026-07-16T04:58:00+05:30,2026-07-16T13:09:00+05:30,CLOSED,Source IP null-routed at edge firewall,K. Rao
ALT-2692,CSE-07,HIST-SRV-01,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,Automated login attempts observed across multiple accounts,2026-07-28T05:52:00+05:30,2026-07-28T06:05:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2693,CSE-03,TR-OPS-14,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,Inbound byte volume exceeded baseline by over 500%,2026-07-23T18:51:00+05:30,2026-07-23T19:08:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2694,CSE-01,,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Malicious byte sequence designed to trigger stack corruption detected,2026-08-04T07:20:00+05:30,2026-08-04T07:22:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2695,CSE-03,PL-PLC-12,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Periodic low-volume outbound connections at fixed intervals,2026-07-15T13:35:00+05:30,2026-07-15T13:49:00+05:30,2026-07-15T18:05:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,R. Iyer
ALT-2696,CSE-04,RTU-SUB-01,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-20T08:52:00+05:30,2026-07-20T09:00:00+05:30,2026-07-20T10:47:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-2697,CSE-03,TR-OPS-03,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Packet structure matched signature for CVE-2023 remote execution attempt,2026-08-05T11:27:00+05:30,2026-08-05T11:35:00+05:30,2026-08-05T17:40:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-2698,CSE-01,EN-SCADA-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-07-28T02:07:00+05:30,,,OPEN,,A. Sharma
ALT-2699,CSE-01,,MEDIUM,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-25T00:54:00+05:30,2026-07-25T01:18:00+05:30,2026-07-25T02:11:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,R. Iyer
ALT-2700,CSE-02,EN-SCADA-02,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,High-bandwidth NTP/DNS reflection flood impacting telemetry transmission,2026-07-29T12:46:00+05:30,2026-07-29T12:54:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2701,CSE-04,EN-SCADA-01,MEDIUM,port-scan,SYN sweep detected across substation network segment,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-19T09:13:00+05:30,,,OPEN,,
ALT-2702,CSE-01,PL-PLC-12,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Malicious byte sequence designed to trigger stack corruption detected,2026-07-15T08:29:00+05:30,,,OPEN,,
ALT-2703,CSE-05,TR-OPS-03,CRITICAL,ddos,SYN flood exhausting SCADA telecontrol interface,Inbound byte volume exceeded baseline by over 500%,2026-07-24T12:55:00+05:30,,,OPEN,,
ALT-2704,CSE-02,TR-OPS-03,MEDIUM,xss,Cross-site scripting vector identified in operator console,Web application firewall flagged embedded script tags in input fields,2026-07-15T18:03:00+05:30,2026-07-15T18:23:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2705,CSE-04,RTU-SUB-01,CRITICAL,brute-force,Multiple RDP failed logons on historian node,Burst of failed authentication handshakes targeting remote access console,2026-07-15T04:32:00+05:30,2026-07-15T04:36:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2706,CSE-02,,MEDIUM,port-scan,SYN sweep detected across substation network segment,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-10T20:50:00+05:30,,,OPEN,,
ALT-2707,CSE-02,TR-OPS-03,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-08-06T11:22:00+05:30,2026-08-06T11:38:00+05:30,,IN_PROGRESS,,
ALT-2708,CSE-02,EN-SCADA-01,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Command-and-control beacon signature matched in egress traffic,2026-07-09T22:22:00+05:30,2026-07-09T22:46:00+05:30,2026-07-10T06:35:00+05:30,RESOLVED,Compromised host isolated and imaged,S. Verma
ALT-2709,CSE-05,,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-22T20:47:00+05:30,2026-07-22T20:57:00+05:30,2026-07-23T00:16:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,K. Rao
ALT-2710,CSE-02,,HIGH,ddos,SYN flood exhausting SCADA telecontrol interface,Inbound byte volume exceeded baseline by over 500%,2026-08-06T04:08:00+05:30,2026-08-06T04:22:00+05:30,2026-08-06T08:02:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,K. Rao
ALT-2711,CSE-03,RTU-SUB-01,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-25T18:29:00+05:30,2026-07-25T18:47:00+05:30,,ACKNOWLEDGED,,
ALT-2712,CSE-04,TR-OPS-14,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,High packet-per-second SYN burst causing connection pool exhaustion,2026-07-13T03:54:00+05:30,,,OPEN,,
ALT-2713,CSE-01,EN-SCADA-02,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-13T00:10:00+05:30,2026-07-13T00:18:00+05:30,2026-07-13T02:36:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,K. Rao
ALT-2714,CSE-07,GATEWAY-DMZ-01,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-19T18:48:00+05:30,,,OPEN,,
ALT-2715,CSE-05,EN-SCADA-04,MEDIUM,brute-force,Multiple RDP failed logons on historian node,High rate of NTLM login failures originating from untrusted subnet,2026-07-11T18:35:00+05:30,2026-07-11T18:57:00+05:30,2026-07-11T20:22:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2716,CSE-07,,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-20T05:35:00+05:30,2026-07-20T05:38:00+05:30,2026-07-20T07:32:00+05:30,CLOSED,False positive - verified scheduled maintenance,R. Iyer
ALT-2717,CSE-02,TR-OPS-03,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Half-open SYN packets rapidly received across 1-1024 port range,2026-07-16T18:11:00+05:30,2026-07-16T18:29:00+05:30,,ACKNOWLEDGED,,
ALT-2718,CSE-02,PL-PLC-09,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Persistent TLS session established to unclassified external endpoint,2026-07-24T10:14:00+05:30,2026-07-24T10:38:00+05:30,2026-07-24T18:16:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-2719,CSE-02,GATEWAY-DMZ-01,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,WAF detected bot-driven authentication cycling from rotating source IPs,2026-07-28T07:08:00+05:30,2026-07-28T07:20:00+05:30,,IN_PROGRESS,,K. Rao
ALT-2720,CSE-03,ENG-WRK-07,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-22T20:32:00+05:30,2026-07-22T20:41:00+05:30,2026-07-23T00:56:00+05:30,CLOSED,Source IP null-routed at edge firewall,K. Rao
ALT-2721,CSE-07,RTU-SUB-05,CRITICAL,credential-stuffing,Distributed account takeover attempts across operator accounts,Automated login attempts observed across multiple accounts,2026-07-09T17:06:00+05:30,2026-07-09T17:27:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2722,CSE-05,TR-OPS-14,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,Inbound byte volume exceeded baseline by over 500%,2026-07-22T11:12:00+05:30,,,OPEN,,
ALT-2723,CSE-07,RTU-SUB-05,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-07-15T05:45:00+05:30,2026-07-15T05:55:00+05:30,,ACKNOWLEDGED,,S. Verma
ALT-2724,CSE-05,RTU-SUB-01,MEDIUM,xss,Cross-site scripting vector identified in operator console,Web application firewall flagged embedded script tags in input fields,2026-08-03T02:22:00+05:30,2026-08-03T02:42:00+05:30,2026-08-03T06:49:00+05:30,RESOLVED,Compromised host isolated and imaged,R. Iyer
ALT-2725,CSE-07,ENG-WRK-02,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-08-03T08:38:00+05:30,,,OPEN,,
ALT-2726,CSE-03,EN-SCADA-02,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Command-and-control beacon signature matched in egress traffic,2026-07-23T23:16:00+05:30,2026-07-23T23:31:00+05:30,2026-07-24T02:04:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,
ALT-2727,CSE-07,EN-SCADA-01,CRITICAL,c2,Encrypted reverse shell communication from maintenance workstation,Periodic low-volume outbound connections at fixed intervals,2026-07-22T16:01:00+05:30,2026-07-22T16:21:00+05:30,2026-07-22T19:19:00+05:30,CLOSED,False positive - verified scheduled maintenance,K. Rao
ALT-2728,CSE-07,RTU-SUB-01,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Union-based SELECT payload identified in user parameter field,2026-07-28T09:58:00+05:30,2026-07-28T10:18:00+05:30,2026-07-28T19:19:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,A. Sharma
ALT-2729,CSE-04,HIST-SRV-01,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Periodic low-volume outbound connections at fixed intervals,2026-07-29T19:00:00+05:30,2026-07-29T19:25:00+05:30,2026-07-29T20:35:00+05:30,CLOSED,Source IP null-routed at edge firewall,S. Verma
ALT-2730,CSE-01,GATEWAY-DMZ-01,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Periodic low-volume outbound connections at fixed intervals,2026-07-30T00:32:00+05:30,2026-07-30T00:40:00+05:30,2026-07-30T09:36:00+05:30,CLOSED,Source IP null-routed at edge firewall,
ALT-2731,CSE-05,PL-PLC-12,MEDIUM,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-22T20:30:00+05:30,2026-07-22T20:34:00+05:30,2026-07-22T23:10:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-2732,CSE-03,ENG-WRK-07,MEDIUM,xss,Stored XSS pattern detected in system event log comments,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-09T05:41:00+05:30,2026-07-09T05:48:00+05:30,,IN_PROGRESS,,S. Verma
ALT-2733,CSE-05,,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-25T03:33:00+05:30,2026-07-25T03:58:00+05:30,,ACKNOWLEDGED,,R. Iyer
ALT-2734,CSE-01,EN-SCADA-02,MEDIUM,xss,Cross-site scripting vector identified in operator console,Web application firewall flagged embedded script tags in input fields,2026-07-23T18:11:00+05:30,,,OPEN,,
ALT-2735,CSE-04,EN-SCADA-01,HIGH,credential-stuffing,Automated credential replay attacking telemetry API,Automated login attempts observed across multiple accounts,2026-07-17T09:51:00+05:30,2026-07-17T10:09:00+05:30,2026-07-17T15:00:00+05:30,CLOSED,Source IP null-routed at edge firewall,K. Rao
ALT-2736,CSE-07,TR-OPS-14,HIGH,brute-force,Multiple RDP failed logons on historian node,Burst of failed authentication handshakes targeting remote access console,2026-07-10T02:44:00+05:30,2026-07-10T02:51:00+05:30,,IN_PROGRESS,,R. Iyer
ALT-2737,CSE-03,PL-PLC-12,CRITICAL,ddos,UDP amplification traffic targeted at field network switch,Inbound byte volume exceeded baseline by over 500%,2026-07-11T03:59:00+05:30,2026-07-11T04:22:00+05:30,2026-07-11T09:21:00+05:30,RESOLVED,Compromised host isolated and imaged,
ALT-2738,CSE-03,TR-OPS-03,HIGH,brute-force,Multiple RDP failed logons on historian node,High rate of NTLM login failures originating from untrusted subnet,2026-07-18T15:44:00+05:30,2026-07-18T16:02:00+05:30,2026-07-18T18:10:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,P. Nair
ALT-2739,CSE-05,EN-SCADA-04,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-07-09T02:43:00+05:30,,,OPEN,,K. Rao
ALT-2740,CSE-03,ENG-WRK-02,HIGH,exploit-attempt,Exploit payload targeting known CVE on exposed service,Traffic contained a known exploit signature targeting unpatched software,2026-07-23T22:01:00+05:30,2026-07-23T22:14:00+05:30,,IN_PROGRESS,,
ALT-2741,CSE-03,RTU-SUB-01,HIGH,ddos,SYN flood exhausting SCADA telecontrol interface,Inbound byte volume exceeded baseline by over 500%,2026-08-02T09:23:00+05:30,2026-08-02T09:32:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2742,CSE-03,GATEWAY-DMZ-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-08-05T00:12:00+05:30,2026-08-05T00:27:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-2743,CSE-05,TR-OPS-14,HIGH,c2,Periodic outbound telemetry to unverified DNS domain,Persistent TLS session established to unclassified external endpoint,2026-07-14T03:10:00+05:30,2026-07-14T03:32:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-2744,CSE-05,PL-PLC-12,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,Time-delay SQL injection signature matched in asset query request,2026-07-14T06:58:00+05:30,2026-07-14T07:04:00+05:30,2026-07-14T10:24:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,R. Iyer
ALT-2745,CSE-05,TR-OPS-03,HIGH,sql-injection,Malformed query string on engineering portal,Time-delay SQL injection signature matched in asset query request,2026-07-09T11:27:00+05:30,2026-07-09T11:42:00+05:30,,IN_PROGRESS,,P. Nair
ALT-2746,CSE-03,,CRITICAL,ddos,Volumetric traffic spike against signalling gateway,Inbound byte volume exceeded baseline by over 500%,2026-07-14T02:55:00+05:30,2026-07-14T02:57:00+05:30,,ACKNOWLEDGED,,K. Rao
ALT-2747,CSE-05,RTU-SUB-05,MEDIUM,xss,Suspicious script payload in web form submission,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-07-09T07:44:00+05:30,2026-07-09T07:48:00+05:30,,IN_PROGRESS,,
ALT-2748,CSE-04,TR-OPS-14,HIGH,exploit-attempt,Buffer overflow probe targeting legacy PLC firmware,Traffic contained a known exploit signature targeting unpatched software,2026-07-25T18:27:00+05:30,2026-07-25T18:44:00+05:30,2026-07-25T21:32:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,A. Sharma
ALT-2749,CSE-02,EN-SCADA-02,CRITICAL,c2,Beaconing traffic to known suspicious external IP,Command-and-control beacon signature matched in egress traffic,2026-07-26T22:24:00+05:30,2026-07-26T22:49:00+05:30,,ACKNOWLEDGED,,
ALT-2750,CSE-02,PL-PLC-12,MEDIUM,port-scan,SYN sweep detected across substation network segment,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-30T10:23:00+05:30,2026-07-30T10:39:00+05:30,,IN_PROGRESS,,A. Sharma
ALT-2751,CSE-04,GATEWAY-DMZ-01,HIGH,brute-force,SSH credential brute force against engineering server,Burst of failed authentication handshakes targeting remote access console,2026-07-22T09:01:00+05:30,2026-07-22T09:22:00+05:30,2026-07-22T18:55:00+05:30,RESOLVED,Compromised host isolated and imaged,
ALT-2752,CSE-07,EN-SCADA-02,MEDIUM,port-scan,Sequential port scan against historian server,Sequential low-byte TCP connections observed across multiple ports,2026-07-31T17:48:00+05:30,2026-07-31T18:02:00+05:30,2026-07-31T19:13:00+05:30,CLOSED,Source IP null-routed at edge firewall,K. Rao
ALT-2753,CSE-07,EN-SCADA-02,MEDIUM,xss,Cross-site scripting vector identified in operator console,Unsanitized HTML payload containing JavaScript tags blocked at gateway,2026-07-21T03:32:00+05:30,2026-07-21T03:39:00+05:30,2026-07-21T11:29:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
ALT-2754,CSE-01,TR-OPS-14,CRITICAL,exploit-attempt,Exploit payload targeting known CVE on exposed service,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-30T22:06:00+05:30,,,OPEN,,K. Rao
ALT-2755,CSE-07,TR-OPS-14,CRITICAL,c2,Periodic outbound telemetry to unverified DNS domain,Periodic low-volume outbound connections at fixed intervals,2026-07-16T06:37:00+05:30,2026-07-16T06:57:00+05:30,2026-07-16T10:48:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,R. Iyer
ALT-2756,CSE-03,ENG-WRK-02,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-13T07:56:00+05:30,2026-07-13T08:18:00+05:30,2026-07-13T14:52:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,K. Rao
ALT-2757,CSE-07,GATEWAY-DMZ-01,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,HTTP request to internal web portal contained SQL injection syntax,2026-07-15T21:54:00+05:30,2026-07-15T22:14:00+05:30,,IN_PROGRESS,,
ALT-2758,CSE-02,PL-PLC-09,HIGH,sql-injection,Blind SQL injection heuristic triggered on API gateway,HTTP request to internal web portal contained SQL injection syntax,2026-07-27T05:32:00+05:30,2026-07-27T05:43:00+05:30,,IN_PROGRESS,,
ALT-2759,CSE-04,HIST-SRV-01,HIGH,sql-injection,Malformed query string on engineering portal,HTTP request to internal web portal contained SQL injection syntax,2026-07-08T07:06:00+05:30,2026-07-08T07:16:00+05:30,2026-07-08T08:03:00+05:30,CLOSED,Source IP null-routed at edge firewall,P. Nair
ALT-2760,CSE-04,EN-SCADA-01,HIGH,exploit-attempt,Remote code execution string identified in Modbus/TCP stream,Packet structure matched signature for CVE-2023 remote execution attempt,2026-07-29T18:51:00+05:30,2026-07-29T19:06:00+05:30,2026-07-30T03:08:00+05:30,RESOLVED,Accounts locked - no compromise confirmed,K. Rao
ALT-2761,CSE-05,EN-SCADA-01,HIGH,xss,Stored XSS pattern detected in system event log comments,Reflected DOM manipulation attempt flagged in HTTP GET request,2026-08-02T12:14:00+05:30,2026-08-02T12:17:00+05:30,,ACKNOWLEDGED,,A. Sharma
ALT-2762,CSE-02,EN-SCADA-02,HIGH,credential-stuffing,High-volume login attempts using leaked credentials,WAF detected bot-driven authentication cycling from rotating source IPs,2026-08-03T10:40:00+05:30,2026-08-03T10:51:00+05:30,2026-08-03T17:04:00+05:30,CLOSED,Confirmed reconnaissance - source blocked,R. Iyer
ALT-2763,CSE-01,,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Time-delay SQL injection signature matched in asset query request,2026-08-04T05:06:00+05:30,2026-08-04T05:25:00+05:30,2026-08-04T08:52:00+05:30,CLOSED,Source IP null-routed at edge firewall,
ALT-2764,CSE-05,ENG-WRK-07,HIGH,brute-force,SSH credential brute force against engineering server,High rate of NTLM login failures originating from untrusted subnet,2026-07-24T21:49:00+05:30,2026-07-24T21:53:00+05:30,2026-07-25T05:51:00+05:30,RESOLVED,Compromised host isolated and imaged,R. Iyer
ALT-2765,CSE-03,,HIGH,sql-injection,SQL syntax anomaly in historian web reporting interface,Union-based SELECT payload identified in user parameter field,2026-08-01T02:55:00+05:30,2026-08-01T03:13:00+05:30,2026-08-01T07:14:00+05:30,RESOLVED,Compromised host isolated and imaged,A. Sharma
ALT-2766,CSE-05,EN-SCADA-02,MEDIUM,port-scan,Distributed reconnaissance probing OT gateway,Stealth FIN scan detected targeting SCADA network perimeter,2026-07-12T03:00:00+05:30,2026-07-12T03:25:00+05:30,2026-07-12T08:39:00+05:30,RESOLVED,Firewall rule applied - traffic suppressed,K. Rao
